"NEGERI","year","week","No_of_dengue_case"
"MALAYSIA",2010," 26","1051"
"PERLIS",2011," 26","3"
"KEDAH",2011," 26","6"
"PULAU PINANG",2011," 26","31"
"PERAK",2011," 26","39"
"SELANGOR",2011," 26","167"
"WPKL/PUTRAJAYA",2011," 26","48"
"N.SEMBILAN",2011," 26","12"
"MELAKA",2011," 26","9"
"JOHOR",2011," 26","17"
"PAHANG",2011," 26","23"
"TERENGGANU",2011," 26","13"
"KELANTAN",2011," 26","16"
"SARAWAK",2011," 26","18"
"SABAH",2011," 26","12"
"LABUAN",2011," 26","0"
"MALAYSIA",2011," 26","414"
"PERLIS",2012," 26","5"
"KEDAH",2012," 26","14"
"PULAU PINANG",2012," 26","15"
"PERAK",2012," 26","26"
"SELANGOR",2012," 26","173"
"WPKL/PUTRAJAYA",2012," 26","29"
"N.SEMBILAN",2012," 26","8"
"MELAKA",2012," 26","5"
"JOHOR",2012," 26","29"
"PAHANG",2012," 26","13"
"TERENGGANU",2012," 26","10"
"KELANTAN",2012," 26","18"
"SARAWAK",2012," 26","11"
"SABAH",2012," 26","8"
"LABUAN",2012," 26","0"
"MALAYSIA",2012," 26","364"
"PERLIS",2013," 26","13"
"KEDAH",2013," 26","28"
"PULAU PINANG",2013," 26","14"
"PERAK",2013," 26","36"
"SELANGOR",2013," 26","308"
"WPKL/PUTRAJAYA",2013," 26","66"
"N.SEMBILAN",2013," 26","14"
"MELAKA",2013," 26","21"
"JOHOR",2013," 26","123"
"PAHANG",2013," 26","10"
"TERENGGANU",2013," 26","10"
"KELANTAN",2013," 26","36"
"SARAWAK",2013," 26","20"
"SABAH",2013," 26","15"
"LABUAN",2013," 26","1"
"MALAYSIA",2013," 26","715"
"PERLIS",2014," 26",NA
"KEDAH",2014," 26",NA
"PULAU PINANG",2014," 26",NA
"PERAK",2014," 26",NA
"SELANGOR",2014," 26",NA
"WPKL/PUTRAJAYA",2014," 26",NA
"N.SEMBILAN",2014," 26",NA
"MELAKA",2014," 26",NA
"JOHOR",2014," 26",NA
"PAHANG",2014," 26",NA
"TERENGGANU",2014," 26",NA
"KELANTAN",2014," 26",NA
"SARAWAK",2014," 26",NA
"SABAH",2014," 26",NA
"LABUAN",2014," 26",NA
"MALAYSIA",2014," 26","MISSING"
"PERLIS",2015," 26",NA
"KEDAH",2015," 26",NA
"PULAU PINANG",2015," 26",NA
"PERAK",2015," 26",NA
"SELANGOR",2015," 26",NA
"WPKL/PUTRAJAYA",2015," 26",NA
"N.SEMBILAN",2015," 26",NA
"MELAKA",2015," 26",NA
"JOHOR",2015," 26",NA
"PAHANG",2015," 26",NA
"TERENGGANU",2015," 26",NA
"KELANTAN",2015," 26",NA
"SARAWAK",2015," 26",NA
"SABAH",2015," 26",NA
"LABUAN",2015," 26",NA
"MALAYSIA",2015," 26","0"
"PERLIS",2010," 27","0"
"KEDAH",2010," 27","19"
"PULAU PINANG",2010," 27","34"
"PERAK",2010," 27","56"
"SELANGOR",2010," 27","346"
"WPKL/PUTRAJAYA",2010," 27","84"
"N.SEMBILAN",2010," 27","29"
"MELAKA",2010," 27","20"
"JOHOR",2010," 27","129"
"PAHANG",2010," 27","35"
"TERENGGANU",2010," 27","17"
"KELANTAN",2010," 27","81"
"SARAWAK",2010," 27","156"
"SABAH",2010," 27","55"
"LABUAN",2010," 27","0"
"MALAYSIA",2010," 27","1061"
"PERLIS",2011," 27","1"
"KEDAH",2011," 27","10"
"PULAU PINANG",2011," 27","40"
"PERAK",2011," 27","28"
"SELANGOR",2011," 27","202"
"WPKL/PUTRAJAYA",2011," 27","47"
"N.SEMBILAN",2011," 27","29"
"MELAKA",2011," 27","7"
"JOHOR",2011," 27","27"
"PAHANG",2011," 27","14"
"TERENGGANU",2011," 27","8"
"KELANTAN",2011," 27","13"
"SARAWAK",2011," 27","15"
"SABAH",2011," 27","6"
"LABUAN",2011," 27","1"
"MALAYSIA",2011," 27","448"
"PERLIS",2012," 27","4"
"KEDAH",2012," 27","17"
"PULAU PINANG",2012," 27","16"
"PERAK",2012," 27","36"
"SELANGOR",2012," 27","155"
"WPKL/PUTRAJAYA",2012," 27","30"
"N.SEMBILAN",2012," 27","10"
"MELAKA",2012," 27","5"
"JOHOR",2012," 27","24"
"PAHANG",2012," 27","12"
"TERENGGANU",2012," 27","15"
"KELANTAN",2012," 27","19"
"SARAWAK",2012," 27","15"
"SABAH",2012," 27","6"
"LABUAN",2012," 27","0"
"MALAYSIA",2012," 27","364"
"PERLIS",2013," 27","14"
"KEDAH",2013," 27","19"
"PULAU PINANG",2013," 27","12"
"PERAK",2013," 27","34"
"SELANGOR",2013," 27","293"
"WPKL/PUTRAJAYA",2013," 27","41"
"N.SEMBILAN",2013," 27","16"
"MELAKA",2013," 27","15"
"JOHOR",2013," 27","114"
"PAHANG",2013," 27","8"
"TERENGGANU",2013," 27","7"
"KELANTAN",2013," 27","21"
"SARAWAK",2013," 27","23"
"SABAH",2013," 27","8"
"LABUAN",2013," 27","0"
"MALAYSIA",2013," 27","625"
"PERLIS",2014," 27",NA
"KEDAH",2014," 27",NA
"PULAU PINANG",2014," 27",NA
"PERAK",2014," 27",NA
"SELANGOR",2014," 27",NA
"WPKL/PUTRAJAYA",2014," 27",NA
"N.SEMBILAN",2014," 27",NA
"MELAKA",2014," 27",NA
"JOHOR",2014," 27",NA
"PAHANG",2014," 27",NA
"TERENGGANU",2014," 27",NA
"KELANTAN",2014," 27",NA
"SARAWAK",2014," 27",NA
"SABAH",2014," 27",NA
"LABUAN",2014," 27",NA
"MALAYSIA",2014," 27","MISSING"
"PERLIS",2015," 27",NA
"KEDAH",2015," 27",NA
"PULAU PINANG",2015," 27",NA
"PERAK",2015," 27",NA
"SELANGOR",2015," 27",NA
"WPKL/PUTRAJAYA",2015," 27",NA
"N.SEMBILAN",2015," 27",NA
"MELAKA",2015," 27",NA
"JOHOR",2015," 27",NA
"PAHANG",2015," 27",NA
"TERENGGANU",2015," 27",NA
"KELANTAN",2015," 27",NA
"SARAWAK",2015," 27",NA
"SABAH",2015," 27",NA
"LABUAN",2015," 27",NA
"MALAYSIA",2015," 27","0"
"PERLIS",2010," 28","7"
"KEDAH",2010," 28","20"
"PULAU PINANG",2010," 28","38"
"PERAK",2010," 28","38"
"SELANGOR",2010," 28","307"
"WPKL/PUTRAJAYA",2010," 28","89"
"N.SEMBILAN",2010," 28","36"
"MELAKA",2010," 28","26"
"JOHOR",2010," 28","131"
"PAHANG",2010," 28","34"
"TERENGGANU",2010," 28","25"
"KELANTAN",2010," 28","89"
"SARAWAK",2010," 28","146"
"SABAH",2010," 28","57"
"LABUAN",2010," 28","0"
"MALAYSIA",2010," 28","1043"
"PERLIS",2011," 28","2"
"KEDAH",2011," 28","6"
"PULAU PINANG",2011," 28","40"
"PERAK",2011," 28","27"
"SELANGOR",2011," 28","168"
"WPKL/PUTRAJAYA",2011," 28","37"
"N.SEMBILAN",2011," 28","12"
"MELAKA",2011," 28","7"
"JOHOR",2011," 28","25"
"PAHANG",2011," 28","12"
"TERENGGANU",2011," 28","15"
"KELANTAN",2011," 28","13"
"SARAWAK",2011," 28","15"
"SABAH",2011," 28","4"
"LABUAN",2011," 28","0"
"MALAYSIA",2011," 28","383"
"PERLIS",2012," 28","2"
"KEDAH",2012," 28","20"
"PULAU PINANG",2012," 28","19"
"PERAK",2012," 28","29"
"SELANGOR",2012," 28","136"
"WPKL/PUTRAJAYA",2012," 28","27"
"N.SEMBILAN",2012," 28","12"
"MELAKA",2012," 28","9"
"JOHOR",2012," 28","31"
"PAHANG",2012," 28","11"
"TERENGGANU",2012," 28","13"
"KELANTAN",2012," 28","21"
"SARAWAK",2012," 28","17"
"SABAH",2012," 28","13"
"LABUAN",2012," 28","0"
"MALAYSIA",2012," 28","360"
"PERLIS",2013," 28","3"
"KEDAH",2013," 28","20"
"PULAU PINANG",2013," 28","22"
"PERAK",2013," 28","23"
"SELANGOR",2013," 28","334"
"WPKL/PUTRAJAYA",2013," 28","35"
"N.SEMBILAN",2013," 28","13"
"MELAKA",2013," 28","6"
"JOHOR",2013," 28","109"
"PAHANG",2013," 28","14"
"TERENGGANU",2013," 28","4"
"KELANTAN",2013," 28","28"
"SARAWAK",2013," 28","21"
"SABAH",2013," 28","11"
"LABUAN",2013," 28","0"
"MALAYSIA",2013," 28","643"
"PERLIS",2014," 28",NA
"KEDAH",2014," 28",NA
"PULAU PINANG",2014," 28",NA
"PERAK",2014," 28",NA
"SELANGOR",2014," 28",NA
"WPKL/PUTRAJAYA",2014," 28",NA
"N.SEMBILAN",2014," 28",NA
"MELAKA",2014," 28",NA
"JOHOR",2014," 28",NA
"PAHANG",2014," 28",NA
"TERENGGANU",2014," 28",NA
"KELANTAN",2014," 28",NA
"SARAWAK",2014," 28",NA
"SABAH",2014," 28",NA
"LABUAN",2014," 28",NA
"MALAYSIA",2014," 28","MISSING"
"PERLIS",2015," 28",NA
"KEDAH",2015," 28",NA
"PULAU PINANG",2015," 28",NA
"PERAK",2015," 28",NA
"SELANGOR",2015," 28",NA
"WPKL/PUTRAJAYA",2015," 28",NA
"N.SEMBILAN",2015," 28",NA
"MELAKA",2015," 28",NA
"JOHOR",2015," 28",NA
"PAHANG",2015," 28",NA
"TERENGGANU",2015," 28",NA
"KELANTAN",2015," 28",NA
"SARAWAK",2015," 28",NA
"SABAH",2015," 28",NA
"LABUAN",2015," 28",NA
"MALAYSIA",2015," 28","0"
"PERLIS",2010," 29","7"
"KEDAH",2010," 29","16"
"PULAU PINANG",2010," 29","48"
"PERAK",2010," 29","93"
"SELANGOR",2010," 29","289"
"WPKL/PUTRAJAYA",2010," 29","82"
"N.SEMBILAN",2010," 29","28"
"MELAKA",2010," 29","18"
"JOHOR",2010," 29","105"
"PAHANG",2010," 29","47"
"TERENGGANU",2010," 29","20"
"KELANTAN",2010," 29","131"
"SARAWAK",2010," 29","137"
"SABAH",2010," 29","50"
"LABUAN",2010," 29","0"
"MALAYSIA",2010," 29","1071"
"PERLIS",2011," 29","4"
"KEDAH",2011," 29","11"
"PULAU PINANG",2011," 29","48"
"PERAK",2011," 29","23"
"SELANGOR",2011," 29","139"
"WPKL/PUTRAJAYA",2011," 29","42"
"N.SEMBILAN",2011," 29","11"
"MELAKA",2011," 29","7"
"JOHOR",2011," 29","35"
"PAHANG",2011," 29","17"
"TERENGGANU",2011," 29","12"
"KELANTAN",2011," 29","19"
"SARAWAK",2011," 29","11"
"SABAH",2011," 29","4"
"LABUAN",2011," 29","0"
"MALAYSIA",2011," 29","383"
"PERLIS",2012," 29","4"
"KEDAH",2012," 29","18"
"PULAU PINANG",2012," 29","17"
"PERAK",2012," 29","26"
"SELANGOR",2012," 29","109"
"WPKL/PUTRAJAYA",2012," 29","22"
"N.SEMBILAN",2012," 29","11"
"MELAKA",2012," 29","6"
"JOHOR",2012," 29","34"
"PAHANG",2012," 29","6"
"TERENGGANU",2012," 29","17"
"KELANTAN",2012," 29","18"
"SARAWAK",2012," 29","19"
"SABAH",2012," 29","12"
"LABUAN",2012," 29","0"
"MALAYSIA",2012," 29","319"
"PERLIS",2013," 29","7"
"KEDAH",2013," 29","18"
"PULAU PINANG",2013," 29","26"
"PERAK",2013," 29","29"
"SELANGOR",2013," 29","293"
"WPKL/PUTRAJAYA",2013," 29","27"
"N.SEMBILAN",2013," 29","15"
"MELAKA",2013," 29","19"
"JOHOR",2013," 29","112"
"PAHANG",2013," 29","13"
"TERENGGANU",2013," 29","4"
"KELANTAN",2013," 29","34"
"SARAWAK",2013," 29","20"
"SABAH",2013," 29","11"
"LABUAN",2013," 29","1"
"MALAYSIA",2013," 29","629"
"PERLIS",2014," 29",NA
"KEDAH",2014," 29",NA
"PULAU PINANG",2014," 29",NA
"PERAK",2014," 29",NA
"SELANGOR",2014," 29",NA
"WPKL/PUTRAJAYA",2014," 29",NA
"N.SEMBILAN",2014," 29",NA
"MELAKA",2014," 29",NA
"JOHOR",2014," 29",NA
"PAHANG",2014," 29",NA
"TERENGGANU",2014," 29",NA
"KELANTAN",2014," 29",NA
"SARAWAK",2014," 29",NA
"SABAH",2014," 29",NA
"LABUAN",2014," 29",NA
"MALAYSIA",2014," 29","MISSING"
"PERLIS",2015," 29",NA
"KEDAH",2015," 29",NA
"PULAU PINANG",2015," 29",NA
"PERAK",2015," 29",NA
"SELANGOR",2015," 29",NA
"WPKL/PUTRAJAYA",2015," 29",NA
"N.SEMBILAN",2015," 29",NA
"MELAKA",2015," 29",NA
"JOHOR",2015," 29",NA
"PAHANG",2015," 29",NA
"TERENGGANU",2015," 29",NA
"KELANTAN",2015," 29",NA
"SARAWAK",2015," 29",NA
"SABAH",2015," 29",NA
"LABUAN",2015," 29",NA
"MALAYSIA",2015," 29","0"
"PERLIS",2010," 30","9"
"KEDAH",2010," 30","21"
"PULAU PINANG",2010," 30","39"
"PERAK",2010," 30","65"
"SELANGOR",2010," 30","323"
"WPKL/PUTRAJAYA",2010," 30","89"
"N.SEMBILAN",2010," 30","15"
"MELAKA",2010," 30","16"
"JOHOR",2010," 30","101"
"PAHANG",2010," 30","39"
"TERENGGANU",2010," 30","19"
"KELANTAN",2010," 30","176"
"SARAWAK",2010," 30","127"
"SABAH",2010," 30","62"
"LABUAN",2010," 30","0"
"MALAYSIA",2010," 30","1101"
"PERLIS",2011," 30","2"
"KEDAH",2011," 30","10"
"PULAU PINANG",2011," 30","34"
"PERAK",2011," 30","19"
"SELANGOR",2011," 30","146"
"WPKL/PUTRAJAYA",2011," 30","33"
"N.SEMBILAN",2011," 30","18"
"MELAKA",2011," 30","8"
"JOHOR",2011," 30","29"
"PAHANG",2011," 30","21"
"TERENGGANU",2011," 30","11"
"KELANTAN",2011," 30","17"
"SARAWAK",2011," 30","19"
"SABAH",2011," 30","7"
"LABUAN",2011," 30","3"
"MALAYSIA",2011," 30","377"
"PERLIS",2012," 30","3"
"KEDAH",2012," 30","21"
"PULAU PINANG",2012," 30","10"
"PERAK",2012," 30","31"
"SELANGOR",2012," 30","109"
"WPKL/PUTRAJAYA",2012," 30","27"
"N.SEMBILAN",2012," 30","9"
"MELAKA",2012," 30","7"
"JOHOR",2012," 30","28"
"PAHANG",2012," 30","13"
"TERENGGANU",2012," 30","10"
"KELANTAN",2012," 30","23"
"SARAWAK",2012," 30","23"
"SABAH",2012," 30","11"
"LABUAN",2012," 30","0"
"MALAYSIA",2012," 30","325"
"PERLIS",2013," 30","6"
"KEDAH",2013," 30","22"
"PULAU PINANG",2013," 30","17"
"PERAK",2013," 30","32"
"SELANGOR",2013," 30","322"
"WPKL/PUTRAJAYA",2013," 30","27"
"N.SEMBILAN",2013," 30","10"
"MELAKA",2013," 30","17"
"JOHOR",2013," 30","103"
"PAHANG",2013," 30","16"
"TERENGGANU",2013," 30","11"
"KELANTAN",2013," 30","32"
"SARAWAK",2013," 30","15"
"SABAH",2013," 30","15"
"LABUAN",2013," 30","0"
"MALAYSIA",2013," 30","645"
"PERLIS",2014," 30",NA
"KEDAH",2014," 30",NA
"PULAU PINANG",2014," 30",NA
"PERAK",2014," 30",NA
"SELANGOR",2014," 30",NA
"WPKL/PUTRAJAYA",2014," 30",NA
"N.SEMBILAN",2014," 30",NA
"MELAKA",2014," 30",NA
"JOHOR",2014," 30",NA
"PAHANG",2014," 30",NA
"TERENGGANU",2014," 30",NA
"KELANTAN",2014," 30",NA
"SARAWAK",2014," 30",NA
"SABAH",2014," 30",NA
"LABUAN",2014," 30",NA
"MALAYSIA",2014," 30","MISSING"
"PERLIS",2015," 30",NA
"KEDAH",2015," 30",NA
"PULAU PINANG",2015," 30",NA
"PERAK",2015," 30",NA
"SELANGOR",2015," 30",NA
"WPKL/PUTRAJAYA",2015," 30",NA
"N.SEMBILAN",2015," 30",NA
"MELAKA",2015," 30",NA
"JOHOR",2015," 30",NA
"PAHANG",2015," 30",NA
"TERENGGANU",2015," 30",NA
"KELANTAN",2015," 30",NA
"SARAWAK",2015," 30",NA
"SABAH",2015," 30",NA
"LABUAN",2015," 30",NA
"MALAYSIA",2015," 30","0"
"PERLIS",2010," 31","5"
"KEDAH",2010," 31","14"
"PULAU PINANG",2010," 31","50"
"PERAK",2010," 31","67"
"SELANGOR",2010," 31","241"
"WPKL/PUTRAJAYA",2010," 31","73"
"N.SEMBILAN",2010," 31","19"
"MELAKA",2010," 31","71"
"JOHOR",2010," 31","81"
"PAHANG",2010," 31","39"
"TERENGGANU",2010," 31","26"
"KELANTAN",2010," 31","146"
"SARAWAK",2010," 31","98"
"SABAH",2010," 31","56"
"LABUAN",2010," 31","1"
"MALAYSIA",2010," 31","987"
"PERLIS",2011," 31","4"
"KEDAH",2011," 31","5"
"PULAU PINANG",2011," 31","27"
"PERAK",2011," 31","25"
"SELANGOR",2011," 31","119"
"WPKL/PUTRAJAYA",2011," 31","39"
"N.SEMBILAN",2011," 31","17"
"MELAKA",2011," 31","3"
"JOHOR",2011," 31","28"
"PAHANG",2011," 31","15"
"TERENGGANU",2011," 31","6"
"KELANTAN",2011," 31","21"
"SARAWAK",2011," 31","26"
"SABAH",2011," 31","8"
"LABUAN",2011," 31","0"
"MALAYSIA",2011," 31","343"
"PERLIS",2012," 31","7"
"KEDAH",2012," 31","13"
"PULAU PINANG",2012," 31","20"
"PERAK",2012," 31","35"
"SELANGOR",2012," 31","127"
"WPKL/PUTRAJAYA",2012," 31","18"
"N.SEMBILAN",2012," 31","19"
"MELAKA",2012," 31","13"
"JOHOR",2012," 31","38"
"PAHANG",2012," 31","9"
"TERENGGANU",2012," 31","26"
"KELANTAN",2012," 31","29"
"SARAWAK",2012," 31","11"
"SABAH",2012," 31","6"
"LABUAN",2012," 31","0"
"MALAYSIA",2012," 31","371"
"PERLIS",2013," 31","4"
"KEDAH",2013," 31","20"
"PULAU PINANG",2013," 31","19"
"PERAK",2013," 31","26"
"SELANGOR",2013," 31","308"
"WPKL/PUTRAJAYA",2013," 31","64"
"N.SEMBILAN",2013," 31","16"
"MELAKA",2013," 31","14"
"JOHOR",2013," 31","98"
"PAHANG",2013," 31","15"
"TERENGGANU",2013," 31","10"
"KELANTAN",2013," 31","31"
"SARAWAK",2013," 31","15"
"SABAH",2013," 31","13"
"LABUAN",2013," 31","2"
"MALAYSIA",2013," 31","655"
"PERLIS",2014," 31","9"
"KEDAH",2014," 31","6"
"PULAU PINANG",2014," 31","27"
"PERAK",2014," 31","69"
"SELANGOR",2014," 31","740"
"WPKL/PUTRAJAYA",2014," 31","91"
"N.SEMBILAN",2014," 31","81"
"MELAKA",2014," 31","34"
"JOHOR",2014," 31","109"
"PAHANG",2014," 31","15"
"TERENGGANU",2014," 31","23"
"KELANTAN",2014," 31","569"
"SARAWAK",2014," 31","37"
"SABAH",2014," 31","224"
"LABUAN",2014," 31","0"
"MALAYSIA",2014," 31","2034"
"PERLIS",2015," 31",NA
"KEDAH",2015," 31",NA
"PULAU PINANG",2015," 31",NA
"PERAK",2015," 31",NA
"SELANGOR",2015," 31",NA
"WPKL/PUTRAJAYA",2015," 31",NA
"N.SEMBILAN",2015," 31",NA
"MELAKA",2015," 31",NA
"JOHOR",2015," 31",NA
"PAHANG",2015," 31",NA
"TERENGGANU",2015," 31",NA
"KELANTAN",2015," 31",NA
"SARAWAK",2015," 31",NA
"SABAH",2015," 31",NA
"LABUAN",2015," 31",NA
"MALAYSIA",2015," 31","0"
"PERLIS",2010," 32","2"
"KEDAH",2010," 32","7"
"PULAU PINANG",2010," 32","43"
"PERAK",2010," 32","43"
"SELANGOR",2010," 32","250"
"WPKL/PUTRAJAYA",2010," 32","69"
"N.SEMBILAN",2010," 32","16"
"MELAKA",2010," 32","80"
"JOHOR",2010," 32","77"
"PAHANG",2010," 32","35"
"TERENGGANU",2010," 32","19"
"KELANTAN",2010," 32","154"
"SARAWAK",2010," 32","119"
"SABAH",2010," 32","36"
"LABUAN",2010," 32","2"
"MALAYSIA",2010," 32","952"
"PERLIS",2011," 32","5"
"KEDAH",2011," 32","15"
"PULAU PINANG",2011," 32","28"
"PERAK",2011," 32","27"
"SELANGOR",2011," 32","131"
"WPKL/PUTRAJAYA",2011," 32","40"
"N.SEMBILAN",2011," 32","15"
"MELAKA",2011," 32","5"
"JOHOR",2011," 32","21"
"PAHANG",2011," 32","16"
"TERENGGANU",2011," 32","14"
"KELANTAN",2011," 32","18"
"SARAWAK",2011," 32","18"
"SABAH",2011," 32","9"
"LABUAN",2011," 32","0"
"MALAYSIA",2011," 32","362"
"PERLIS",2012," 32","2"
"KEDAH",2012," 32","26"
"PULAU PINANG",2012," 32","12"
"PERAK",2012," 32","40"
"SELANGOR",2012," 32","120"
"WPKL/PUTRAJAYA",2012," 32","24"
"N.SEMBILAN",2012," 32","14"
"MELAKA",2012," 32","4"
"JOHOR",2012," 32","42"
"PAHANG",2012," 32","11"
"TERENGGANU",2012," 32","23"
"KELANTAN",2012," 32","24"
"SARAWAK",2012," 32","21"
"SABAH",2012," 32","16"
"LABUAN",2012," 32","0"
"MALAYSIA",2012," 32","379"
"PERLIS",2013," 32","0"
"KEDAH",2013," 32","17"
"PULAU PINANG",2013," 32","7"
"PERAK",2013," 32","19"
"SELANGOR",2013," 32","297"
"WPKL/PUTRAJAYA",2013," 32","49"
"N.SEMBILAN",2013," 32","6"
"MELAKA",2013," 32","9"
"JOHOR",2013," 32","71"
"PAHANG",2013," 32","9"
"TERENGGANU",2013," 32","9"
"KELANTAN",2013," 32","17"
"SARAWAK",2013," 32","10"
"SABAH",2013," 32","11"
"LABUAN",2013," 32","0"
"MALAYSIA",2013," 32","531"
"PERLIS",2014," 32","5"
"KEDAH",2014," 32","23"
"PULAU PINANG",2014," 32","67"
"PERAK",2014," 32","109"
"SELANGOR",2014," 32","1042"
"WPKL/PUTRAJAYA",2014," 32","141"
"N.SEMBILAN",2014," 32","75"
"MELAKA",2014," 32","56"
"JOHOR",2014," 32","121"
"PAHANG",2014," 32","46"
"TERENGGANU",2014," 32","60"
"KELANTAN",2014," 32","1160"
"SARAWAK",2014," 32","49"
"SABAH",2014," 32","26"
"LABUAN",2014," 32","0"
"MALAYSIA",2014," 32","2980"
"PERLIS",2015," 32",NA
"KEDAH",2015," 32",NA
"PULAU PINANG",2015," 32",NA
"PERAK",2015," 32",NA
"SELANGOR",2015," 32",NA
"WPKL/PUTRAJAYA",2015," 32",NA
"N.SEMBILAN",2015," 32",NA
"MELAKA",2015," 32",NA
"JOHOR",2015," 32",NA
"PAHANG",2015," 32",NA
"TERENGGANU",2015," 32",NA
"KELANTAN",2015," 32",NA
"SARAWAK",2015," 32",NA
"SABAH",2015," 32",NA
"LABUAN",2015," 32",NA
"MALAYSIA",2015," 32","0"
"PERLIS",2010," 33","5"
"KEDAH",2010," 33","25"
"PULAU PINANG",2010," 33","39"
"PERAK",2010," 33","74"
"SELANGOR",2010," 33","258"
"WPKL/PUTRAJAYA",2010," 33","64"
"N.SEMBILAN",2010," 33","12"
"MELAKA",2010," 33","98"
"JOHOR",2010," 33","87"
"PAHANG",2010," 33","36"
"TERENGGANU",2010," 33","42"
"KELANTAN",2010," 33","200"
"SARAWAK",2010," 33","94"
"SABAH",2010," 33","40"
"LABUAN",2010," 33","0"
"MALAYSIA",2010," 33","1074"
"PERLIS",2011," 33","4"
"KEDAH",2011," 33","13"
"PULAU PINANG",2011," 33","26"
"PERAK",2011," 33","21"
"SELANGOR",2011," 33","152"
"WPKL/PUTRAJAYA",2011," 33","34"
"N.SEMBILAN",2011," 33","8"
"MELAKA",2011," 33","5"
"JOHOR",2011," 33","25"
"PAHANG",2011," 33","18"
"TERENGGANU",2011," 33","15"
"KELANTAN",2011," 33","25"
"SARAWAK",2011," 33","13"
"SABAH",2011," 33","6"
"LABUAN",2011," 33","0"
"MALAYSIA",2011," 33","365"
"PERLIS",2012," 33","2"
"KEDAH",2012," 33","24"
"PULAU PINANG",2012," 33","12"
"PERAK",2012," 33","24"
"SELANGOR",2012," 33","114"
"WPKL/PUTRAJAYA",2012," 33","21"
"N.SEMBILAN",2012," 33","13"
"MELAKA",2012," 33","3"
"JOHOR",2012," 33","27"
"PAHANG",2012," 33","8"
"TERENGGANU",2012," 33","12"
"KELANTAN",2012," 33","22"
"SARAWAK",2012," 33","39"
"SABAH",2012," 33","11"
"LABUAN",2012," 33","0"
"MALAYSIA",2012," 33","332"
"PERLIS",2013," 33","2"
"KEDAH",2013," 33","16"
"PULAU PINANG",2013," 33","18"
"PERAK",2013," 33","25"
"SELANGOR",2013," 33","365"
"WPKL/PUTRAJAYA",2013," 33","55"
"N.SEMBILAN",2013," 33","25"
"MELAKA",2013," 33","18"
"JOHOR",2013," 33","87"
"PAHANG",2013," 33","10"
"TERENGGANU",2013," 33","22"
"KELANTAN",2013," 33","19"
"SARAWAK",2013," 33","22"
"SABAH",2013," 33","6"
"LABUAN",2013," 33","0"
"MALAYSIA",2013," 33","690"
"PERLIS",2014," 33","5"
"KEDAH",2014," 33","14"
"PULAU PINANG",2014," 33","53"
"PERAK",2014," 33","94"
"SELANGOR",2014," 33","978"
"WPKL/PUTRAJAYA",2014," 33","132"
"N.SEMBILAN",2014," 33","45"
"MELAKA",2014," 33","55"
"JOHOR",2014," 33","157"
"PAHANG",2014," 33","58"
"TERENGGANU",2014," 33","65"
"KELANTAN",2014," 33","1334"
"SARAWAK",2014," 33","53"
"SABAH",2014," 33","27"
"LABUAN",2014," 33","0"
"MALAYSIA",2014," 33","3070"
"PERLIS",2015," 33",NA
"KEDAH",2015," 33",NA
"PULAU PINANG",2015," 33",NA
"PERAK",2015," 33",NA
"SELANGOR",2015," 33",NA
"WPKL/PUTRAJAYA",2015," 33",NA
"N.SEMBILAN",2015," 33",NA
"MELAKA",2015," 33",NA
"JOHOR",2015," 33",NA
"PAHANG",2015," 33",NA
"TERENGGANU",2015," 33",NA
"KELANTAN",2015," 33",NA
"SARAWAK",2015," 33",NA
"SABAH",2015," 33",NA
"LABUAN",2015," 33",NA
"MALAYSIA",2015," 33","0"
"PERLIS",2010," 34","10"
"KEDAH",2010," 34","26"
"PULAU PINANG",2010," 34","50"
"PERAK",2010," 34","63"
"SELANGOR",2010," 34","223"
"WPKL/PUTRAJAYA",2010," 34","75"
"N.SEMBILAN",2010," 34","13"
"MELAKA",2010," 34","84"
"JOHOR",2010," 34","121"
"PAHANG",2010," 34","32"
"TERENGGANU",2010," 34","48"
"KELANTAN",2010," 34","257"
"SARAWAK",2010," 34","102"
"SABAH",2010," 34","55"
"LABUAN",2010," 34","0"
"MALAYSIA",2010," 34","1159"
"PERLIS",2011," 34","6"
"KEDAH",2011," 34","5"
"PULAU PINANG",2011," 34","26"
"PERAK",2011," 34","19"
"SELANGOR",2011," 34","111"
"WPKL/PUTRAJAYA",2011," 34","31"
"N.SEMBILAN",2011," 34","15"
"MELAKA",2011," 34","4"
"JOHOR",2011," 34","21"
"PAHANG",2011," 34","14"
"TERENGGANU",2011," 34","8"
"KELANTAN",2011," 34","21"
"SARAWAK",2011," 34","18"
"SABAH",2011," 34","3"
"LABUAN",2011," 34","0"
"MALAYSIA",2011," 34","302"
"PERLIS",2012," 34","1"
"KEDAH",2012," 34","14"
"PULAU PINANG",2012," 34","6"
"PERAK",2012," 34","16"
"SELANGOR",2012," 34","107"
"WPKL/PUTRAJAYA",2012," 34","8"
"N.SEMBILAN",2012," 34","22"
"MELAKA",2012," 34","5"
"JOHOR",2012," 34","29"
"PAHANG",2012," 34","12"
"TERENGGANU",2012," 34","14"
"KELANTAN",2012," 34","18"
"SARAWAK",2012," 34","33"
"SABAH",2012," 34","13"
"LABUAN",2012," 34","0"
"MALAYSIA",2012," 34","298"
"PERLIS",2013," 34","3"
"KEDAH",2013," 34","22"
"PULAU PINANG",2013," 34","25"
"PERAK",2013," 34","29"
